id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
33126392,19405,Anna Karenina,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SY75_.jpg,1980,,,ger,Bertelsmann,false,2507928,582,299521,2574374,635729,22735,5:263116|4:208420|3:113142|2:34637|1:16414|total:635729,1877,,,4.05,0,0,"['128382', '1227575', '19405']","['Leo Tolstoy', 'August Scholz', 'Thomas Mann']","['4.06', '3.80', '3.94']",[],[],[],"Wer liebt, hat recht – und wie in allen großen Liebesromanen der Weltliteratur führt dieses Recht auch in ›Anna Karenina‹ zum Ausbruch aus der Gesellschaft, zu Verzweiflung und tragischem Scheitern. Woran aber scheitert die große Liebe Anna Kareninas eigentlich? Scheitert sie an den Liebenden selbst, die irgendwann den Wunsch haben, »wieder etwas wünschen zu können«? Oder scheitert sie an der Macht der Gesellschaft, die nichts so sehr hasst wie ein Paar, das einfach nur dauerhaft glücklich sein will?"
22747659,19405,Tellings,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,42292607,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
40524648,19405,Germany and the Germans,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528924495l/40524648._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528924495l/40524648._SY75_.jpg,1945,,,eng,Washington: Library of Congress,true,62898563,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
4888341,19405,Children & Fools,083693752X,9780836937527,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1928,,,eng,,false,4953739,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1919,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
51038904,19405,Mario und der Zauberer. EinFach Deutsch ...verstehen,3140224974,9783140224970,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71798924,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['19405', '627883']","['Thomas Mann', 'Roland Kroemer']","['3.94', '2.25']",[],[],[],
15767672,19405,За себе си и за другите,,9789547396517,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366584435l/15767672._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366584435l/15767672._SX50_.jpg,2007,,,bul,Захарий Стоянов,false,21473204,1,17,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2007,1,1,3.00,1,0,"['19405', '6448601']","['Thomas Mann', 'Томас Ман']","['3.94', '4.19']",[],[],[],"Отдавна е известно, че само като малцина още Томас Ман умее да прави чуждото свое, умее да го нагара да живее в присъщите на него, Томас Ман, духовни измерения, оставяйки го при това и в собствените му измерения. Но колкото и относителни да са тези разливи между свое и чуждо, все пак несъмнено различна е стилистиката, когато Томас Ман говори за своите книги и за произведенията на Лесинг, Гьоте, Вагнер, Толстой или Фройд, и многобройните адмирирани от него творци на неговия двадесети век. Оттук и избраното от мен заглавие - За себе си и за другите.<br /><br />Всички поместени тук есета, статии, доклади, речи, рецензии, отговори на анкети и т.н. са нови за българския читател, преведени са специално за направения подбор, с изключение на четири текста, публикувани през двадесетте години, които отделят двата есеистични комплекта, в периодични издания с много малък тираж. Затова, надявам се, че и тази вълнуваща есеистика ще намери също вдъхновени почитатели, но вече не и епигонски последователи. Вярвам, че тези двадесет години не са минали без поука и все повече писателстващи журналисти и журналистващи писатели достатъчно са осъзнали, че quod licet Jovi, non licet bovi, кавото подобава на Юпитер, не подобава на вола. Или, ако ми е позволено да перифразирам заглавието на Томас Ман ""Достоевски с мярка"", бих казал есеизъм - с мярка.<br /><br />От съставителя"
32721232,19405,Düşkün,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477078523l/32721232._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477078523l/32721232._SX50_.jpg,1982,,,,Dost Kitapevi Yayınları,false,53315305,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],['6154412'],['Nasuh Barın'],['3.70'],
37278001,19405,Bilse und Ich,0243937067,9780243937066,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514629909l/37278001._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514629909l/37278001._SX50_.jpg,2018,4,21,ger,Forgotten Books,false,58988527,2,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Excerpt from Bilse und Ich <br />Vllund einmutigen Gemeinde, in welcher die Kunitler freilich durchaus nicht fehlen. Im verzeihe es mittelitadt Fldvokaten und alten Uungfern, wenn iie ein Kunitwerk nicht losgeloit aus burgerlichen Beziehungen zu wurdigen vermogen. Den Kunftier, der dieier mannlichen Sachlichkeit unfahig iit, verachte ich. Das wollte getagt iein."
13607256,19405,شهداء الوطنية,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ara,دار الكتاب العربي,false,19203060,2,12,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,"['19405', '6421175']","['Thomas Mann', 'توماس مان']","['3.94', '2.84']",[],[],[],"قصة دولة تجاهد في سبيل حقها في البقاء<br /><br /><br />"" ليس بدعاً أن تكون الحرية وأيرلندا صنوين متلازمين ، فلا تُذكر تلك الأرض المجاهدة إلا مقرونة بنعتها : أيرلندا الحرة ..<br /><br />لقد خاض هذا البلد الصابر فيما خاضه ، ثورة غريبة في الثورات، وانتفاضة معجزة في الإنتفاضات ، إذ فيما كان العالم يصطلي بنار الحرب العالمية الأولى ، وأوربا بأسرها محشورة في الخنادق من صف النار ، دعا قادة أيرلندا الأبطال نخبة من قادة الفكر وأحراره في العالم ليشهدوا ثورتهم المعجزة الموقوتة على الإنجليز ، وفيهم ممثل فرنسا بطل هذه الرواية الذي تربطه بالبطلة الغامضة حب قديم ممزوج بذكريات الطفولة .<br />وفي غمرة الأفراح وأضواء الإحتفالات ، أُطلقت الشرارة التي لم تكن إلا الشهاب سطع قليلا ليترك البغي من بعده دامساً ، يخبط في فجاجه الأحرار وما مشاعلهم إلا كل روح تفيء إلى بارئها هادية مهدية تنير جنبات هذا الليل الطويل الكثير المفاجآت ، العديد العثرات ، الفائر بالدم ، الناهض بالعزم .. في شعب كله جيش اختلط قادته بجنوده ، ودُفع فيه بجنود مغمورين ليمثلوا دور البطولة فأجادوه أيما إيجادة .<br /><br />"" شهداء الوطنية "" انجيل التضحية في سبيل رفيع المثل ، قدمه للعالم أديب الحرية توماس مان الذي شدّ ما اضطهدته النازية الهتلرية ، وتجنت عليه الفاشية الألمانية ، ولكنه ظلّ في ساحات المعركة مثلاً بذاته ، ومثلاً بنتاجه ، حتى كان للحرية مهرجاناتها وخافق راياتها ."
29317671,19405,Frihetens problem,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939,,,swe,Bonnier,false,49552127,2,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
36178952,19405,L'inganno,8831756028,9788831756020,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504516572l/36178952._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504516572l/36178952._SY75_.jpg,1994,,,ita,Marsilio,false,57797631,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
3778127,19405,Selbstkommentare: ' Joseph Und Seine Brüder',3596268966,9783596268962,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,"Fischer (TB.), Frankfurt",false,3822192,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
52528363,19405,More Stories Strange And Sinister,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73656150,1,1,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1967,,,3.00,1,1,"['5345841', '19405', '45712', '3012988', '6469242', '52578', '7907', '14444', '5152']","['Laurette Naomi Pizer', 'Thomas Mann', 'Katherine Mansfield', 'Robert Graves', 'Nakajima Ton', 'Elizabeth Bowen', 'Susan Sontag', 'Isaac Bashevis Singer', 'Vladimir Nabokov']","['3.81', '3.94', '3.78', '4.12', '4.05', '3.63', '3.96', '4.05', '3.89']",[],[],[],A collection of short horror stories.
49415048,19405,50 Literary Masterworks: Volume #2,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71876854,1,17,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['233619', '5144', '7330', '19405', '696805', '9494']","['Marcel Proust', 'James Joyce', 'Sinclair Lewis', 'Thomas Mann', 'Jules Verne', 'H.P. Lovecraft']","['4.21', '3.74', '3.76', '3.94', '3.89', '4.05']",[],[],[],
36165835,19405,Death in Venice (SparkNotes Literature Guide),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,57776805,3,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['6460726', '19405']","['SparkNotes', 'Thomas Mann']","['3.94', '3.94']",[],[],[],"<div>Literature Guides<br />Created by Harvard students for students everywhere, SparkNotes is a new breed of study guide: smarter, better, faster.</div><div>Geared to what today's students need to know, SparkNotes provides:</div><div>chapter-by-chapter analysis<br />explanations of key themes, motifs, and symbols<br />a review quiz and essay topics<br />Lively and accessible, these guides are perfect for late-night studying and writing papers.</div>"
36629311,19405,Príbehy života a smrti,6167276,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,,,slo,Tatran,false,58392955,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1955,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
34527011,19405,Despre problema evreiască,9739235581,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489166433l/34527011._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489166433l/34527011._SX50_.jpg,1998,,,rum,Editura Hasefer,false,55661386,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Scrisori, articole, cuvântări radiofonice, în care Thomas Mann se pronunță asupra ”problemei evreiești”."
24644473,19405,Stories of a Lifetime Volume Two,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1961,,,eng,Secker & Warburg Ltd,false,44257032,1,4,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1961,1,1,3.00,1,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],Collection of Stories including:<br />Death in Venice<br />A Man and His Dog<br />Disorder and Early Sorrow<br />Mario and the Magician<br />The Transposed Heads<br />The Tables of the Law<br />The Black Swan.
29369531,19405,"Lettere, 1930-36. Con una scelta di scritti crociani su Mann e sulla Germania",,9788885228115,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456790781l/29369531._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456790781l/29369531._SY75_.jpg,1991,5,,ita,Flavio Pagano Editore,false,49617996,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['268183', '19405']","['Benedetto Croce', 'Thomas Mann']","['3.70', '3.94']",['15045139'],['Rosario Diana'],['3.00'],
49389409,19405,Thomas Mann: Mario und der Zauberer. EinFach Deutsch Unterrichtsmodelle: Gymnasiale Oberstufe,3140224931,9783140224932,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71874923,1,3,3,2,0,5:0|4:0|3:0|2:1|1:1|total:2,,,,1.50,2,0,"['19405', '627883', '19342838']","['Thomas Mann', 'Roland Kroemer', 'Christa Melli']","['3.94', '2.25', '1.67']",[],[],[],
250527,19405,Thomas Mann's Fiorenza,0820410918,9780820410913,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408307339l/250527._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408307339l/250527._SX50_.jpg,1990,5,1,,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",false,242760,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1990,5,1,3.00,1,0,"['25909', '19405']","['Alba della Fazia Amoia', 'Thomas Mann']","['2.78', '3.94']",[],[],[],"The Italian adaptation of Thomas Mann's ""Fiorenza, "" which imaginatively reconstructs the conflict between Lorenzo de Medici and Girolamo Savonarola in 15th-century Florence, was successfully presented on the Italian stage in 1986. This volume makes available the translated text of the Italian version, rounded out by an historical introduction and the complete texts of Mann's ""Fiorenza"" and ""Gladius Dei, "" the short story which served as a kind of preliminary study for the drama of conflict between pagan estheticism and tragic fanaticism."
25516878,19405,Modern tysk berättarkonst,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431279534l/25516878._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431279534l/25516878._SY75_.jpg,1965,,,swe,Aldus / Bonniers,false,45299491,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1965,,,3.00,1,0,"['124818', '45710', '28096', '19405', '16073', '5223', '122465', '45706', '1113469', '281443', '30681', '16747', '714590', '15386', '26853', '262916', '39326', '72654', '6530', '179391', '749461', '155319', '39848', '1026895']","['Daniel Hjorth', 'Heinrich Mann', 'Hugo von Hofmannsthal', 'Thomas Mann', 'Robert Walser', 'Franz Kafka', 'Gottfried Benn', 'Alfred Döblin', 'Hermann Hesse', 'Ernst Jünger', 'Joseph Roth', 'Robert Musil', 'Hans Henny Jahnn', 'Hermann Broch', 'Bertolt Brecht', 'Anna Seghers', 'Heinrich Böll', 'Wolfgang Borchert', 'Max Frisch', 'Arno Schmidt', 'Günter Grass', 'Uwe Johnson', 'Alexander Kluge', 'Reinhard Lettau']","['3.81', '3.78', '3.86', '3.94', '3.99', '3.89', '3.96', '3.82', '4.05', '4.05', '3.89', '4.01', '4.08', '4.05', '3.78', '3.80', '3.87', '4.03', '3.76', '4.10', '3.83', '3.83', '3.91', '3.81']",[],[],[],
49496139,19405,Leib & Seele: Eine kulinarische Reise durch die Weltliteratur,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,45690014,2,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2014,9,29,3.00,0,0,"['556499', '16073', '262691', '11574', '41616', '643664', '361695', '19517376', '769189', '952101', '35602', '6519', '19517377', '163604', '19405', '1860', '173425', '18256012', '15619', '243821', '68613', '1113469', '188893', '694437', '19328537', '45712', '30681', '245393', '503056', '25573', '228089', '19517378', '4273', '45705', '18791', '122469', '239217', '712295', '436399', '889872']","['Gert Heidenreich', 'Robert Walser', 'Joachim Ringelnatz', 'Robert Gernhardt', 'Friedrich Dürrenmatt', 'Herbert Rosendorfer', 'Oskar Pastior', 'Hans Magnus', 'Brigitte Kronauer', 'Günter Eich', 'Christine Nöstlinger', 'Erich Kästner', 'Felix holt Senf', 'Uwe Timm', 'Thomas Mann', 'Walter Benjamin', 'Christian Morgenstern', 'Johann Wolfgang', 'Michael Ende', 'Vincent Klink', 'Theodor Fontane', 'Hermann Hesse', 'Marie Luise Kaschnitz', 'Karl Krolow', 'Anton Tschechow', 'Katherine Mansfield', 'Joseph Roth', 'Heimito von Doderer', 'Else Lasker-Schüler', 'Stefan Zweig', 'Honoré de Balzac', 'Wilhelm Hauff Phantasien', 'Roald Dahl', 'Johann Peter Hebel', 'Guy de Maupassant', 'Carl Zuckmayer', 'Elke Heidenreich', 'Laura Maire', 'Johannes Steck', 'Thomas M. Meinhardt']","['4.11', '3.99', '3.86', '3.93', '3.91', '3.72', '3.98', '0.0', '2.87', '3.94', '3.78', '4.09', '0.0', '3.54', '3.94', '4.14', '4.01', '0.0', '4.21', '3.71', '3.29', '4.05', '3.72', '3.67', '4.00', '3.78', '3.89', '4.19', '3.95', '4.15', '3.80', '0.0', '4.13', '3.63', '3.86', '3.49', '3.93', '3.73', '3.58', '3.45']",[],[],[],"LITERARISCHE LECKERBISSEN – „Der eigentliche Genuss liegt nicht in dem, was man genießt, sondern in der Vorstellung.“ SÖREN KIERKEGAARD<br /><br />Literarische Leckerbissen für jeden Geschmack sind in dieser Anthologie versammelt. Große Autoren wie Hermann Hesse, Johann Wolfgang von Goethe, Stefan Zweig, Joachim Ringelnatz, Ulla Hahn und viele andere nehmen den echten Kenner in ihre geniesserische Runde auf, in der sie mit Gedichten und Geschichten ein Loblied auf das Essen und Trinken singen, ohne die das Leben nur halb so reizvoll wäre.<br /><br />Enthält u. a.:<br /><br />Robert Walser ""Dinerabend"", Oskar Pastior ""Materialien zum Auberginenmus"", Hans Magnus Enzensberger ""Ehre sei der Sellerie"", Brigitte Kronauer ""Lieblingsbewirtung"", Günter Eich ""Von der Kartoffel"", Friedrich Dürrenmatt ""Es steht geschrieben"", Robert Gernhardt ""Ancora, ancora"", Christine Nöstlinger ""Der Bohnen-Jim"", Erich Kästner ""Die Sache mit den Klößen"", Uwe Timm ""Die Entdeckung der Currywurst"", Thomas Mann ""Weihnachten bei den Buddenbrooks"", Walter Benjamin ""Frische Feigen"", Johann Wolfgang von Goethe ""Niemand schämt sich der Weinlust ..."", Roald Dahl ""Geschmack"", Guy de Maupassant ""Meine Frau"", Hermann Hesse ""Der Pfirsichbaum""."
