id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7624502,749461,1984,3763228551,9783763228553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY75_.jpg,,,,ger,Büchergilde Gutenberg,false,153313,1485,4597605,12303187,2942180,65096,5:1373395|4:964597|3:429393|2:114850|1:59945|total:2942180,1949,6,8,4.18,56,0,"['3706', '410686', '749461', '7182211', '8788', '101894']","['George Orwell', 'Iring Fetscher', 'Günter Grass', 'Adolf Muschg', 'Erich Fromm', 'Heinz Ludwig Arnold']","['4.07', '3.92', '3.83', '3.38', '4.09', '3.90']",[],[],[],"Among the seminal texts of the 20th century, <i>Nineteen Eighty-Four</i> is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written."
4632344,749461,Fortsetzung folgt: Literatur & Geschichte,3882437014,9783882437010,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340096213l/4632344._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340096213l/4632344._SY75_.jpg,1999,12,,ger,Steidl,false,4682422,1,3,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,1999,,,3.00,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
19217189,749461,Mässingsmusik,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386279664l/19217189._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386279664l/19217189._SX50_.jpg,2000,,,swe,Lindelöws bokförlag,false,27261385,1,4,6,3,0,5:0|4:0|3:0|2:3|1:0|total:3,2000,1,1,2.00,3,0,"['749461', '7497126']","['Günter Grass', 'Erling Öhrnell']","['3.83', '3.40']",['5754729'],['Lasse Söderberg'],['3.66'],
1672130,749461,"Ach Butt, dein Märchen geht böse aus",3423121483,9783423121484,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,9,1,,Deutscher Taschenbuch Verlag,false,1667137,1,4,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,1999,9,1,2.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
52735494,749461,Die Artur-Knoff-Geschichten,3958292925,9783958292925,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585298342l/52735494._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585298342l/52735494._SX50_.jpg,2019,4,30,ger,Steidl,false,78692951,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,['749461'],['Günter Grass'],['3.83'],[],[],[],"In der Schriftenreihe des Literarischen Colloquiums Berlin, LCB-Editionen, erschien 1968 ein schmaler Band der ersten Veröffentlichungen eines jungen Autors mit Namen Artur Knoff. Der Band blieb seinerzeit ein Ladenhüter und der Schriftsteller Knoff fand wenig Beachtung, obwohl diese besonderen Erzählungen bereits vor surrealer Fabulierlust sprühten. Dem Klappentext war zu entnehmen: »Die Geschichten von Artur Knoff, 1937 in Hirschberg, Schlesien geboren, sind seine ersten Veröffentlichungen.« – Und auch ein Autorenbild war als Titel zu sehen. Doch das Foto zeigte nicht Artur Knoff, sondern Günter Grass’ erste Ehefrau Anna – als Mann verkleidet, mit Brille, Mütze, angeklebtem Schnurrbart und natürlich Pfeife. Öffentlichkeit und Kritik bemerkten nichts von diesem literarischen Versteckspiel, bis »Artur Knoff« als Pseudonym von Günter Grass 1980 erstmals enthüllt wurde.<br />Es sind besondere Texte, wunderbar komisch und nachdenklich beweisen sie, dass der Romancier und bildende Künstler Grass zweifellos auch ein Meister der kleinen Form ist."
7456580,749461,Kinderlied,0935176181,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458504905l/7456580._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458504905l/7456580._SX50_.jpg,1982,,,eng,Lord John Press,false,9506930,2,4,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1982,,,5.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
6350279,749461,Als Der Zug Abfuhr: Rückblicke Auf Die Wende,3865219020,9783865219022,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6536841,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
44417091,749461,"Wer lacht hier, hat gelacht?",3882431032,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552417008l/44417091._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552417008l/44417091._SX50_.jpg,1988,,,ger,Steidl Verlag,false,68965814,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,"['749461', '18962115']","['Günter Grass', 'Günter ""Baby"" Sommer']","['3.83', '5.00']",[],[],[],"Die Aufnahme zu ""Wer lacht hier, hat gelacht?"" wurde am 24. und 25. September 1988 von Jost Gebers live im FMP-Studio, Berlin, aufgezeichnet."
51870776,749461,Die letzten Dinge: Lebensendgespräche,,9783499631115,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,46889251,3,8,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2015,9,25,5.00,0,0,"['875992', '36431', '177946', '73177', '124337', '718712', '8510981', '222549', '269494', '460952', '258230', '749461', '69908', '64456', '29880', '26496', '5229', '112052', '15496', '184417']","['Iris Radisch', 'Julien Green', 'Ilse Aichinger', 'Claude Simon', 'Peter Rühmkorf', 'Péter Nádas', 'Andrej Bitow', 'George Tabori', 'Friederike Mayröcker', 'Sarah Kirsch', 'Martin Walser', 'Günter Grass', 'Marcel Reich-Ranicki', 'Antonio Tabucchi', 'Michel Butor', 'Imre Kertész', 'George Steiner', 'Patrick Modiano', 'Amos Oz', 'Ruth Klüger']","['4.06', '3.67', '3.74', '3.59', '3.98', '3.74', '2.75', '3.84', '4.07', '3.76', '3.27', '3.83', '4.14', '3.93', '3.58', '3.94', '3.99', '3.51', '3.86', '4.04']",[],[],[],"Ändert sich die Sicht auf das durchlebte Zeitalter, wenn der Tod näher rückt? Wird das, was früher wichtig war, unwichtig? Wo hat man geirrt? Was hat man bewirken können – und was ist geblieben? Seit vielen Jahren führt ZEIT-Feuilletonchefin Iris Radisch Gespräche mit Schriftstellern und Philosophen im hohen Alter. Oft waren es Abschiedsgespräche, manchmal buchstäblich das letzte Interview. Der Lebensabend und seine Gestaltung ist in diesen Begegnungen immer präsent, ebenso wie die Rückschau auf Vergangenes und die Bedeutung des Alters für das eigene Schaffen. All diese Lebensendgespräche sind von einer ungewöhnlichen Offenheit und Unverstelltheit geprägt, und doch zieht jeder auf ganz eigene Weise Bilanz: Bei manchen überwiegt Wehmut, auch Bitterkeit, bei anderen Gelassenheit und Heiterkeit. Dieses Buch hält große Fragen und Antworten bereit, denn mit fortschreitendem Alter verschieben sich Perspektiven und Haltungen: Der Band versammelt siebzehn Interviews, in denen Iris Radisch mit bedeutenden Zeitzeugen feinsinnig und ehrlich über die «letzten Dinge» diskutiert. Zu den Interviewten zählen u.a. Amos Oz, Marcel Reich-Ranicki, Günter Grass, Martin Walser, Imre Kertész, Péter Nádas, Ilse Aichinger, Julien Green, Peter Rühmkorf, Antonio Tabucchi, Patrick Modiano, Ruth Klüger, George Tabori, Claude Simon, George Steiner, Sarah Kirsch und Friederike Mayröcker."
1978222,749461,Das Treffen In Telgte. Erläuterungen Und Dokumente,315016012X,9783150160121,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384344752l/1978222._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384344752l/1978222._SY75_.jpg,1999,5,31,ger,Reclam,false,1981589,1,8,5,2,0,5:0|4:1|3:0|2:0|1:1|total:2,1999,5,31,2.50,2,0,"['207763', '749461']","['Stephan Füssel', 'Günter Grass']","['3.85', '3.83']",[],[],[],"In seiner Erzählung erfindet Grass eine Zusammenkunft deutscher Barockdichter im Sommer 1647, gegen Ende des 30jährigen Krieges und angesichts eines zerrütteten Deutschlands, die den berühmten Treffen, Lesungen und Diskussionen der Gruppe 47 nachgebildet ist. Vergnüglich ist das Spiel der Identifikation der seinerzeitigen Dichter mit den heutigen bekannten Autoren. Der Kommentar stellt die vielfachen Bezüge zwischen Barockzeit und Gegenwart her und liefert die wichtigsten Dokumente zu Entstehung und Rezeption dieser durchkomponierten Erzählung, die zu den unangefochtenen Meisterwerken von Günter Grass gehört."
12357611,749461,Buriki No Taiko 2,4087600386,9784087600384,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328102763l/12357611._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328102763l/12357611._SX50_.jpg,,,,jpn,,false,44233151,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
10147315,749461,Il club dei mancini,8860050081,9788860050083,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396592869l/10147315._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396592869l/10147315._SY75_.jpg,,,,ita,,false,15045593,1,6,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,,,,2.50,2,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Le storie raccolte in questo volume ci introducono in un mondo in bilico tra la satira e il grottesco, con atmosfere surreali o fantastiche. Gli appartenenti al Club dei mancini, dopo aver constatato l'impossibilità di vivere con il loro difetto, decidono di risolvere drasticamente la questione della loro diversità automutilandosi. <br /><br />Un giovane torero, costretto a ritirarsi, vuole cancellare il suo passato cercando di murare vivo in una parete della casa un enorme toro. Rensch spinge per mettersi avanti. Rensch si aggiusta sempre la cravatta per essere perfetto. Rensch impara barzellette buone per ogni occasione. Rensch vuole essere il primo e non desidera altro. Finora Rensch è arrivato sempre secondo"
29560089,749461,Vier Jahrzehnte: Ein Werkstattbericht,3882431903,9783882431902,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469645171l/29560089._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469645171l/29560089._SX50_.jpg,1991,8,,ger,Steidl,false,49870303,1,2,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1991,8,,5.00,1,0,"['749461', '15546422']","['Günter Grass', 'G. Fritze Margull']","['3.83', '5.00']",[],[],[],
45453515,749461,Pasje godine,,9789532320183,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556994808l/45453515._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556994808l/45453515._SY75_.jpg,2003,,,scr,SysPrint d.o.o.,false,70222185,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1963,,,5.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Radnja romana zbiva se u porječju Visle, na prostoru gdje živi miješano katoličko, protestantsko i židovsko stanovništvo, a burna povijesna zbivanja ostavljaju neizbrisive tragove kako u životu zajednice, tako i pojedinaca. Pokušavajući oslikati pojavu klice nacizma, autor gradi ovo svoje djelo u kojem se najviše osjeća modernistička poetika, što znači da nema čvrstoga fabularnog središta, nego se svijet djela iskazuje kao prostor za izražavanje mnogoglasja likova i susretište grozničavih mora koje se preklapaju sa životom."
17349814,749461,Lebenslang: Ausgewählte Gedichte,345819343X,9783458193432,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426002144l/17349814._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426002144l/17349814._SY75_.jpg,2012,3,,ger,Insel Verlag Gmbh,false,24090999,1,3,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,2012,3,1,4.00,1,1,['749461'],['Günter Grass'],['3.83'],[],[],[],
754684,749461,Danzig 1939: Treasures of a Destroyed Community,081431662X,9780814316627,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588879692l/754684._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588879692l/754684._SX50_.jpg,,,,eng,Wayne State University Press,false,740803,1,9,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1980,3,,4.00,1,0,"['132907', '399076', '1885930', '749461']","['Joseph Gutmann', 'Vivian B. Mann', 'Joy Ungerleider-Mayerson', 'Günter Grass']","['3.73', '4.05', '3.00', '3.83']",[],[],[],
18851856,749461,The Letters of Robert Louis Stevenson Volume II,1479298743,9781479298747,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385942420l/18851856._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385942420l/18851856._SX50_.jpg,2012,9,12,eng,Createspace Independent Publishing Platform,false,27302383,45,38,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1905,1,1,4.00,0,0,"['854076', '749461', '474837']","['Robert Louis Stevenson', 'Günter Grass', 'Breon Mitchell']","['3.85', '3.83', '3.94']",[],[],[],"Robert Louis Balfour Stevenson (13 November 1850 - 3 December 1894) was a Scottish novelist, poet, essayist, and travel writer. His most famous works are Treasure Island, Kidnapped, and Strange Case of Dr Jekyll and Mr Hyde. A literary celebrity during his lifetime, Stevenson now ranks among the 26 most translated authors in the world. His works have been admired by many other writers, including Jorge Luis Borges, Ernest Hemingway, Rudyard Kipling, Marcel Schwob, Vladimir Nabokov, J. M. Barrie, and G. K. Chesterton, who said of him that he ""seemed to pick the right word up on the point of his pen, like a man playing spillikins."" -wikipedia"
20636762,749461,Der Briefwechsel,3869306106,9783869306100,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390742148l/20636762._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390742148l/20636762._SY75_.jpg,2013,,,ger,Steidl,false,39926019,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2013,1,1,4.00,1,0,"['224550', '749461']","['Willy Brandt', 'Günter Grass']","['3.68', '3.83']",[],[],[],
35213502,749461,بازگشت به دریاچه ژنو,,9786007141052,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495567582l/35213502._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495567582l/35213502._SX50_.jpg,2014,,,per,نون,false,56552815,1,6,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2014,,,4.00,1,0,"['25573', '39326', '880654', '143260', '749461', '91497', '61946']","['Stefan Zweig', 'Heinrich Böll', 'Hermann Kesten', 'Franz Fühmann', 'Günter Grass', 'Hermann Lenz', 'Christa Wolf']","['4.15', '3.87', '3.34', '3.76', '3.83', '3.94', '3.77']",['10672665'],['سعید فرهودی'],['3.30'],«بازگشت به دریاچه ژنو»، مجموعه‌ای از داستان‌های کوتاه نویسندگان آلمانی‌زبان است.<br /><br />در این مجموعه داستان‌هایی از برخی نویسندگان مطرح آلمان از جمله اشتفان تسوایگ، هاینریش بُل، هرمن کستن، فرانتس فون، گونترگراس، بوریس رژابنین، هرمن لنتس، یوزف مولبرگر، کریستا وُلف و لوشیشرنین گنجانده شده است.<br /><br />«اپیزود دریاچه ژنو»، «پرونده لاوریننکو»، «موزیک»، «محکمه خدایان»، «شلیته‌های مادربزرگ»، «چپ‌دست‌ها»، «برگ خرزهره» و ... از داستان‌ها این کتاب است.
25979037,749461,Il torto del più forte,8883251407,9788883251405,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,ita,l'ancora del mediterraneo,false,45889051,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2003,1,1,4.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
39220465,749461,Poems from the German,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520979867l/39220465._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520979867l/39220465._SY75_.jpg,1967,,,eng,Thomas Y. Crowell Company,false,60802401,1,7,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['464509', '829511', '45711', '122465', '26853', '54430', '86816', '2552978', '17815480', '45714', '533810', '114738', '448767', '285217', '749461', '16071', '1113469', '28096', '23162', '8272777', '15364690', '733948', '7723', '29874', '173425', '17815483', '1938', '187510', '7906', '851136', '86817', '1399243', '171515', '14398672', '310287', '57432']","['Helen Plotz', 'Ismar David', 'Ingeborg Bachmann', 'Gottfried Benn', 'Bertolt Brecht', 'Clemens Brentano', 'Paul Celan', 'Simon Dach', 'Dietmar von Eist', 'Annette von Droste-Hülshoff', 'Joseph von Eichendorff', 'Erich Fried', 'Stefan George', 'Johann Wolfgang von Goethe', 'Günter Grass', 'Heinrich Heine', 'Hermann Hesse', 'Hugo von Hofmannsthal', 'Friedrich Hölderlin', 'Vera Lachmann', 'Else Lasker-Schuler', 'Nikolaus Lenau', 'Gotthold Ephraim Lessing', 'Martin Luther', 'Christian Morgenstern', 'Edouard Morike', 'Friedrich Nietzsche', 'Novalis', 'Rainer Maria Rilke', 'Friedrich Rückert', 'Nelly Sachs', 'Friedrich Schiller', 'Georg Trakl', 'Johann Ludwig Uhland', 'Walther von der Vogelweide', 'Franz Werfel']","['4.13', '3.58', '4.07', '3.96', '3.78', '3.53', '4.34', '3.80', '4.00', '3.18', '3.44', '4.26', '3.98', '3.80', '3.83', '3.90', '4.05', '3.86', '4.09', '4.00', '2.67', '3.97', '3.39', '4.13', '4.01', '4.00', '4.05', '3.91', '4.29', '4.15', '4.02', '3.49', '4.38', '4.00', '3.98', '4.04']",[],[],[],"From the wealth of German literature, Helen Plotz has selected poems that span eight centuries. In their varying moods, these poems reveal the music and the melancholy, the passion and the irony, that have characterized German writing at different times and in different hands. <br /><br />More different translators than poets."
46140171,749461,Sastanak u Telgteu,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559591791l/46140171._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559591791l/46140171._SY75_.jpg,1981,,,scr,August Cesarec,false,71082562,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1979,,,4.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
13094258,749461,The Nobel Lecture  - Trilingual Edition,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,eng,Irish Translator's  and Interpreters' Associatio,false,18266184,2,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2002,1,1,4.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Günter Grass' Nobel Lecture in German, English and Irish."
1978234,749461,Gedichte und Kurzprosa.,3423126876,9783423126878,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,12,1,,Dtv,false,1981601,4,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1999,12,1,4.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
10418758,749461,Buriki No Taiko 3,4087600394,9784087600391,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328102723l/10418758._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328102723l/10418758._SX50_.jpg,,,,jpn,,false,44233134,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
23522928,749461,Gravürler / Radierungen,9757235598,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415610906l/23522928._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415610906l/23522928._SX50_.jpg,2004,,,tur,Millî Reasürans Sanat Galerisi / Goethe-Institut,false,43126020,1,6,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,2004,1,1,4.00,1,1,['749461'],['Günter Grass'],['3.83'],"['6392412', '9840099', '9840100']","['Turgay Kurultay', 'Sevil Gülçur', 'Heike Offen-Eren']","['4.00', '4.00', '4.00']","Günter Grass, Türkiye'de yazar kimliği ile tanınıyor. 1999 yılında Nobel Edebiyat ödülü'nü alması bu kimliğini daha da öne çıkardı. Ancak Günter Grass sadece oyun ve roman yazarı ve şair değil, heykeltraş ve ressam; hatta romancı olmadan önce heykeltraş. Polonya'da doğan ve 1948 yılında Düsseldorf Sanat Akademisi'nde resim ve heykel eğitimi gören Grass, 1953-55 arasında Berlin Güzel Sanatlar Devlet Akademisi'nde sanat eğitimini tamamladı. 1956-60 yılları arasında Paris'te heykeltraş olarak çalışırken, ünlü ""Teneke Trampet"" romanını da yazdı. Romanı 1959 yılında yayınlanıp, büyük yankılar uyandırdığında Grass, on yıldır plastik sanatlarla uğraşıyordu."
